,AFFILIATE|DESKTOP,AFFILIATE|MOBILE,B2B|DESKTOP,B2B|MOBILE,CONVERSION,DIRECT|DESKTOP,DIRECT|MOBILE,DISPLAY|DESKTOP,DISPLAY|MOBILE,ECONFO AND PRE-ARRIVAL EMAIL|DESKTOP,ECONFO AND PRE-ARRIVAL EMAIL|MOBILE,EMAIL|DESKTOP,EMAIL|MOBILE,NATURAL SEARCH|DESKTOP,NATURAL SEARCH|MOBILE,Null,OTHER|DESKTOP,OTHER|MOBILE,PAID SEARCH|DESKTOP,PAID SEARCH|MOBILE,REFERRAL ENGINE|DESKTOP,REFERRAL ENGINE|MOBILE,RESLINK|DESKTOP,RESLINK|MOBILE,SOCIAL MEDIA|DESKTOP,SOCIAL MEDIA|MOBILE,Start,TEST|DESKTOP,TEST|MOBILE,UNPAID REFERRER|DESKTOP,UNPAID REFERRER|MOBILE,Time_Period
ECONFO AND PRE-ARRIVAL EMAIL|MOBILE,0.000169211,0.000606338,0,0,0.011337117,0.004075158,0.059858286,7.05E-06,0.000380724,0.000648641,0.075869849,0.000394825,0.010773081,0.003370113,0.031607149,0.06102161,0.000465329,0.00332076,0.000564036,0.007353615,9.87E-05,0.001078718,4.94E-05,0.000740297,7.05E-06,9.17E-05,0,0,0,0.000260866,0.001515846,21-Aug
EMAIL|DESKTOP,0.009959058,7.87E-05,2.07E-06,0,0.090066414,0.124650791,0.092454186,0.001310893,3.11E-05,0.003827062,8.28E-05,0.23265345,0.001126581,0.10744144,0.002775034,0.103835967,0.006105074,0.001045815,0.02926211,0.000987829,0.003197502,8.49E-05,0.002547233,8.90E-05,0.000455603,6.21E-06,0,2.28E-05,0,0.019901548,8.90E-05,21-Aug
EMAIL|MOBILE,0.000768499,0.001797864,0,0,0.039722212,0.014559171,0.128036098,8.46E-05,0.000895407,0.000119858,0.004843656,0.00410336,0.167243628,0.01248634,0.079282265,0.219099658,0.001551098,0.007868298,0.002108083,0.020023266,0.000303169,0.00252406,0.000289068,0.001544048,7.05E-06,0.000119858,0,0,2.12E-05,0.001191525,0.013741319,21-Aug
NATURAL SEARCH|DESKTOP,0.012593556,9.18E-05,1.38E-06,0,0.148688719,0.101217898,0.077233928,0.002037824,3.83E-05,0.003633404,8.99E-05,0.034216897,0.000432098,0.326267126,0.004622571,0.162857564,0.006297931,0.000773349,0.084866428,0.000967032,0.008980904,0.000149413,0.005262648,0.000116671,0.000652067,9.68E-06,0,1.43E-05,4.61E-07,0.017737688,0.00014849,21-Aug
NATURAL SEARCH|MOBILE,0.00096155,0.004550885,0,0,0.152856006,0.016092863,0.120712527,7.44E-05,0.00127418,0.000147021,0.007484542,0.001453309,0.028270241,0.021919618,0.400900376,0.148992908,0.001064633,0.009353565,0.002727489,0.051668517,0.000378536,0.014151175,0.0003177,0.00351498,3.72E-05,0.00031432,0,0,3.38E-06,0.001505696,0.00927245,21-Aug
Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21-Aug
OTHER|DESKTOP,0.008583435,0.000311522,6.63E-06,0,0.127041466,0.215421019,0.09311867,0.002293335,4.64E-05,0.00451376,0.00031815,0.019579511,0.00099422,0.097625802,0.004785514,0.07644891,0.294302455,0.001431677,0.019387295,0.001584124,0.006024975,0.000218728,0.004056419,0.000231985,0.000457341,6.63E-06,0,0,0,0.020759319,0.000450713,21-Aug
OTHER|MOBILE,0.002358981,0.001888992,0,0,0.057917047,0.040211133,0.147458899,0.000262109,0.000560371,0.000650753,0.002819931,0.006453304,0.007890384,0.034562233,0.058685297,0.054726548,0.002711472,0.543062698,0.005739283,0.014253306,0.000849595,0.004012979,0.000885748,0.002268598,8.13E-05,0.000244033,0,0,0,0.004582388,0.004862574,21-Aug
PAID SEARCH|DESKTOP,0.015064586,0.000125583,0,0,0.186067456,0.09082526,0.09,0.001108719,6.28E-05,0.003496591,0.000107643,0.023941514,0.000556154,0.188493003,0.00426803,0.066542878,0.004940797,0.000995694,0.294128095,0.002278436,0.006889128,0.000152494,0.004194474,0.000134553,0.000504126,5.38E-06,0,3.59E-06,0,0.014869035,0.00024399,21-Aug
PAID SEARCH|MOBILE,0.001646137,0.004444571,0,0,0.08189249,0.018822728,0.102287563,0.000215701,0.000982006,0.000215701,0.005982857,0.002066186,0.012504967,0.022205824,0.145552591,0.167979792,0.001396378,0.008372595,0.006760515,0.398802293,0.000385991,0.007470057,0.000425725,0.002384061,2.27E-05,0.000175966,0,0,0,0.00154964,0.005454958,21-Aug
REFERRAL ENGINE|DESKTOP,0.013928808,5.82E-05,0,0,0.157336188,0.112477745,0.060462897,0.001408008,4.65E-05,0.004014569,0.000104728,0.020631393,0.000546912,0.224850763,0.004887301,0.040878783,0.018955747,0.00097746,0.045661357,0.001047279,0.25084655,0.000768004,0.003793477,9.31E-05,0.004328752,1.16E-05,0,1.16E-05,0,0.031732548,0.000139637,21-Aug
REFERRAL ENGINE|MOBILE,0.000456804,0.003083424,0,0,0.296551133,0.00776566,0.082852738,5.71E-05,0.000628105,5.71E-05,0.005024839,0.000656655,0.01036373,0.010677782,0.188688403,0.041026666,0.000713755,0.020384857,0.001627363,0.037771941,0.001199109,0.265631245,0.000285502,0.002055616,5.71E-05,0.003397476,0,0,2.86E-05,0.000827956,0.01812939,21-Aug
RESLINK|DESKTOP,0.023319276,0.000178616,0,0,0.11233937,0.092483255,0.079761846,0.000625155,6.95E-05,0.004554701,0.000109154,0.014874721,0.000267924,0.133753411,0.002103696,0.192190523,0.005368395,0.000595386,0.025591665,0.000506078,0.003423468,7.94E-05,0.291808484,0.001806003,0.000387001,0,0,0,0,0.013604565,0.000198462,21-Aug
RESLINK|MOBILE,0.000746726,0.020108275,0,0,0.096834413,0.008534016,0.118649492,8.00E-05,0.000560045,2.67E-05,0.005360429,0.000693389,0.00733392,0.008427341,0.063631757,0.266794677,0.001040083,0.006800544,0.001706803,0.015014534,8.00E-05,0.002480198,0.007013894,0.36186895,2.67E-05,0.000400032,0,0,0,0.00045337,0.00533376,21-Aug
SOCIAL MEDIA|DESKTOP,0.01147734,0.000294291,0,0,0.049146557,0.171718658,0.080194232,0.018098882,0,0.006327251,0.000147145,0.030017657,0.000294291,0.188198941,0.003090053,0.057533843,0.00956445,0.001765745,0.0350206,0.000294291,0.099764567,0.000147145,0.007210124,0.000147145,0.168334314,0,0,0,0,0.061065333,0.000147145,21-Aug
SOCIAL MEDIA|MOBILE,0.003778338,0.005667506,0,0,0.120906801,0.012594458,0.120906801,0,0.054156171,0,0.005037783,0.001259446,0.01070529,0.010075567,0.116498741,0.174433249,0,0.012594458,0.001259446,0.017632242,0,0.087531486,0,0.013224181,0,0.189546599,0,0,0,0.002518892,0.039672544,21-Aug
Start,0.012447124,0.001936219,1.31E-06,4.36E-07,0,0.198250564,0.354009716,0.001723213,0.000415993,0.004422159,0.002379655,0.026607443,0.009455023,0.223711086,0.066696113,0,0.008048487,0.003788804,0.025658282,0.013969964,0.003332301,0.004192601,0.012139159,0.004754954,0.000347605,0.000184692,0,2.61E-06,0,0.017145015,0.004379471,21-Aug
TEST|DESKTOP,0.00591716,0,0,0,0.041420118,0.159763314,0.059171598,0.00591716,0.00591716,0,0,0.088757396,0.00591716,0.159763314,0,0.029585799,0.00591716,0,0.017751479,0.00591716,0,0,0,0,0.00591716,0,0,0.313609467,0,0.088757396,0,21-Aug
TEST|MOBILE,0,0,0,0,0.090909091,0,0.181818182,0,0,0,0,0,0.181818182,0,0.090909091,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0.090909091,0.272727273,0,0,21-Aug
UNPAID REFERRER|DESKTOP,0.009659313,0.000131419,0,0,0.095700862,0.149036317,0.092553718,0.004374877,5.19E-05,0.002956933,9.68E-05,0.023987467,0.000504926,0.130724085,0.003686655,0.099588104,0.023762671,0.001134355,0.030063877,0.000992561,0.008137617,8.65E-05,0.004955888,8.30E-05,0.000664013,1.38E-05,0,5.53E-05,0,0.316402157,0.000594845,21-Aug
UNPAID REFERRER|MOBILE,0.000851064,0.005290397,0,0,0.125658424,0.01720529,0.168579643,0.000115009,0.003634273,6.90E-05,0.004876366,0.001932145,0.019137435,0.014215066,0.120391029,0.222840713,0.001380104,0.032570443,0.002783209,0.027418056,0.000276021,0.008142611,0.000437033,0.004370328,4.60E-05,0.000621047,0,0,0,0.00466935,0.212489937,21-Aug
AFFILIATE|DESKTOP,0.248383838,0.000870129,0,0,0.192643031,0.114570863,0.087900537,0.001740258,0.000105116,0.003696588,8.18E-05,0.018704851,0.000385426,0.122039956,0.00279726,0.12470874,0.005553641,0.001524185,0.029759576,0.001238036,0.004093694,0.000151835,0.023119733,0.000110956,0.00054894,2.34E-05,0,1.75E-05,0,0.015031622,0.000198553,21-Sep
AFFILIATE|MOBILE,0.008595849,0.194578755,0,0,0.189108669,0.018559219,0.120879121,4.88E-05,0.001758242,0.00019536,0.002979243,0.001221001,0.008351648,0.012307692,0.100952381,0.222124542,0.001416361,0.006398046,0.002637363,0.025787546,0.00034188,0.002393162,0.000586081,0.067203907,0,9.77E-05,0,0,0,0.001367521,0.01010989,21-Sep
B2B|DESKTOP,0,0,0.260869565,0,0.217391304,0.043478261,0.217391304,0,0,0,0,0,0,0.043478261,0,0.130434783,0,0,0.043478261,0,0,0,0,0,0,0,0,0,0,0.043478261,0,21-Sep
B2B|MOBILE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21-Sep
CONVERSION,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21-Sep
DIRECT|DESKTOP,0.01102884,0.000215456,7.59E-07,0,0.095695433,0.468532055,0.132088519,0.00264199,0.000138833,0.008850383,0.000182834,0.020885569,0.000616022,0.105830586,0.003987452,0.076115497,0.012697485,0.001791926,0.024397349,0.0013576,0.007615684,8.50E-05,0.003421501,0.000149074,0.000482121,2.20E-05,0,1.90E-05,0,0.020871914,0.000279182,21-Sep
DIRECT|MOBILE,0.003343746,0.00079896,6.57E-07,2.63E-07,0.007160135,0.06432434,0.789235172,0.000589129,0.000221532,0.000939504,0.001652349,0.005569579,0.00279958,0.043501429,0.01258562,0.04026812,0.002996921,0.00420923,0.006196046,0.003487577,0.000595834,0.000441091,0.001538231,0.001006424,8.76E-05,6.14E-05,0,9.20E-07,2.63E-07,0.004813348,0.001575043,21-Sep
DISPLAY|DESKTOP,0.010892294,9.36E-05,0,0,0.152523329,0.186323773,0.097656128,0.244062295,0.00049936,0.004993602,0.0003121,0.024125339,0.00046815,0.098873319,0.003089791,0.104709591,0.011454074,0.0012484,0.029337411,0.001529291,0.005212072,0,0.002371961,0.00015605,0.001373241,3.12E-05,0,6.24E-05,0,0.018382697,0.00021847,21-Sep
DISPLAY|MOBILE,0.00334182,0.004455761,0,0,0.120623806,0.048217696,0.217377467,0.003500955,0.264162954,0.000636537,0.005092298,0.003182686,0.021005729,0.029598982,0.09675366,0.103437301,0.002068746,0.007797581,0.006047104,0.037078294,0,0.004455761,0.000159134,0.002546149,0,0.001432209,0,0.000159134,0,0.004933164,0.011935073,21-Sep
ECONFO AND PRE-ARRIVAL EMAIL|DESKTOP,0.001973274,1.10E-05,0,0,0.011648683,0.037169548,0.028088975,0.000419238,1.76E-05,0.052751609,0.000206327,0.014960886,0.000111943,0.027540234,0.000711169,0.024844816,0.002453972,0.000408264,0.005717885,0.000201937,0.001016269,2.19E-05,0.00097676,2.63E-05,0.000127308,2.19E-06,0,0,0,0.003340738,4.39E-05,21-Sep
ECONFO AND PRE-ARRIVAL EMAIL|MOBILE,0.000215239,0.000613829,0,0,0.012499801,0.005755648,0.080555157,3.19E-05,0.000470337,0.000717463,0.091165638,0.000430478,0.012212815,0.004416384,0.036726136,0.074090018,0.000948646,0.004791059,0.000876899,0.009358907,5.58E-05,0.001179828,0.000151464,0.001179828,0,0.000111605,0,0,0,0.000454393,0.002136446,21-Sep
EMAIL|DESKTOP,0.009613949,0.000105358,0,0,0.091922965,0.116109292,0.088560278,0.001275275,5.71E-05,0.005177924,8.12E-05,0.216500435,0.000978955,0.10408527,0.002627374,0.080193069,0.005919822,0.001257715,0.02904159,0.001150162,0.003020273,8.12E-05,0.002449582,4.39E-05,0.000366559,1.32E-05,0,1.76E-05,0,0.024397043,0.000160232,21-Sep
EMAIL|MOBILE,0.000725435,0.001865404,0,0,0.039914861,0.014436951,0.124567529,6.38E-05,0.001028364,0.000167408,0.005245452,0.004153314,0.154987963,0.012754899,0.073037739,0.180952153,0.001793658,0.008059502,0.001969037,0.01777714,0.000326844,0.002016868,0.00026307,0.001562475,1.59E-05,0.000143493,0,0,0,0.001139969,0.009885046,21-Sep
NATURAL SEARCH|DESKTOP,0.012704415,0.000114116,1.46E-06,0,0.156334871,0.098575161,0.07676537,0.002358395,5.41E-05,0.004396388,0.000114604,0.035239378,0.000408671,0.321054333,0.004415407,0.165075465,0.00619542,0.000964621,0.080422443,0.001079224,0.00886105,0.000141913,0.005241528,0.00011119,0.000578382,1.02E-05,0,1.02E-05,0,0.01859894,0.000172637,21-Sep
NATURAL SEARCH|MOBILE,0.00094873,0.004621481,0,0,0.159472605,0.016695364,0.117759011,9.74E-05,0.001361056,0.000244341,0.008968079,0.001374418,0.026087222,0.022068958,0.388654941,0.156494699,0.001236976,0.010046616,0.002863371,0.050525142,0.000389419,0.013826266,0.000345513,0.003775832,2.86E-05,0.000332151,0,1.91E-06,0,0.001553856,0.010226054,21-Sep
Null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21-Sep
OTHER|DESKTOP,0.008639323,0.00040445,0,0,0.132931535,0.218350108,0.084291416,0.002287465,0.000112716,0.005841323,0.000484014,0.016250945,0.001127157,0.091233374,0.00558937,0.075844373,0.302542069,0.001312806,0.019771651,0.001829972,0.005489915,0.000112716,0.00458819,0.000371299,0.00040445,6.63E-06,0,0,0,0.019579372,0.00060336,21-Sep
OTHER|MOBILE,0.003658843,0.001727409,6.80E-06,0,0.050713747,0.047286131,0.12813433,0.00041485,0.000428452,0.001013323,0.002631919,0.006508389,0.006113941,0.037907794,0.044654212,0.052175924,0.002665923,0.581341259,0.005726294,0.011724621,0.000646078,0.00231228,0.000945315,0.00206065,0.000108813,0.000149618,0,0,0,0.005413456,0.003529628,21-Sep
PAID SEARCH|DESKTOP,0.015189643,0.000181734,0,0,0.178665144,0.099536578,0.090993215,0.001294393,0.000101994,0.004200286,0.000144646,0.022299531,0.000509968,0.184391626,0.00394252,0.069277829,0.005112666,0.001268431,0.292794238,0.002292077,0.006360698,0.000168753,0.00434864,0.000109411,0.00047288,2.04E-05,0,3.71E-06,0,0.01611315,0.000205842,21-Sep
PAID SEARCH|MOBILE,0.001696583,0.005007275,0,0,0.08629008,0.020559283,0.105182235,0.000288655,0.001178182,0.000241527,0.006963058,0.002256219,0.010856951,0.021537175,0.139679417,0.168845322,0.001690692,0.009148586,0.006668512,0.392193363,0.000347564,0.007581604,0.000294546,0.002827638,1.18E-05,0.000288655,0,0,0,0.001702474,0.006662622,21-Sep
REFERRAL ENGINE|DESKTOP,0.014071401,0.00012575,0,0,0.177357494,0.106107667,0.059014373,0.001383248,7.54E-05,0.004627592,0.0001509,0.019227142,0.000565874,0.219320197,0.004124593,0.044892673,0.019403192,0.001106598,0.045672321,0.000829949,0.241980308,0.000540724,0.003571294,2.52E-05,0.003269494,2.52E-05,0,0,1.26E-05,0.032317694,0.0002012,21-Sep
REFERRAL ENGINE|MOBILE,0.000761741,0.003013844,0,0,0.302444194,0.008445387,0.07633967,6.62E-05,0.001291647,0.000132477,0.004437968,0.000629264,0.009637676,0.010763728,0.189507849,0.040968404,0.000761741,0.019871498,0.001887792,0.042789958,0.001324767,0.25948864,0.000165596,0.002053388,3.31E-05,0.004371729,0,0,0,0.000529907,0.018281778,21-Sep
RESLINK|DESKTOP,0.022241379,0.00015213,0,0,0.116592292,0.093914807,0.079290061,0.000791075,3.04E-05,0.005993915,0.000131846,0.013336714,0.00030426,0.133529412,0.002089249,0.189087221,0.005902637,0.000760649,0.026744422,0.000425963,0.003154158,8.11E-05,0.289421907,0.001947262,0.000598377,2.03E-05,0,0,0,0.01331643,0.000141988,21-Sep
RESLINK|MOBILE,0.000887049,0.017068975,0,0,0.102790173,0.008978012,0.127036181,8.06E-05,0.000483845,0.000295683,0.006639428,0.000349444,0.006101822,0.008198484,0.06346433,0.266544809,0.001155852,0.009031772,0.001317133,0.014784151,5.38E-05,0.002392344,0.006693189,0.348690931,0,0.000268803,0,0,0,0.000672007,0.006021182,21-Sep
SOCIAL MEDIA|DESKTOP,0.016831683,0,0,0,0.048184818,0.177722772,0.081518152,0.015016502,0,0.006930693,0,0.023927393,0,0.185643564,0.002640264,0.061386139,0.00990099,0.001650165,0.033333333,0.000660066,0.091254125,0,0.009075908,0,0.17640264,0.00049505,0,0,0,0.057260726,0.000165017,21-Sep
SOCIAL MEDIA|MOBILE,0.001101928,0.002203857,0,0,0.158677686,0.019283747,0.125619835,0,0.020385675,0.001101928,0.005509642,0.001101928,0.008264463,0.013774105,0.084297521,0.198898072,0,0.008815427,0.003305785,0.031404959,0.000550964,0.085950413,0.000550964,0.009366391,0.002754821,0.178512397,0,0,0,0,0.038567493,21-Sep
Start,0.011280465,0.001962823,2.71E-06,4.52E-07,0,0.199897722,0.354996426,0.001787385,0.000393378,0.005080007,0.002649652,0.024490292,0.008807155,0.222961452,0.062914771,0,0.007885654,0.004272903,0.027736342,0.014794645,0.003166922,0.003757442,0.012499486,0.004880605,0.000311538,0.000203472,0,4.52E-06,1.36E-06,0.018391571,0.004868849,21-Sep
TEST|DESKTOP,0.011235955,0,0,0,0.061797753,0.235955056,0.056179775,0.011235955,0,0,0,0.050561798,0,0.084269663,0,0.056179775,0,0,0.016853933,0.005617978,0.005617978,0,0,0,0,0,0,0.370786517,0.005617978,0.028089888,0,21-Sep
TEST|MOBILE,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0.125,0,0.5,0,0,0,0,0.125,0,0,0,0,0,0,0,0.125,0,0,21-Sep
UNPAID REFERRER|DESKTOP,0.010412787,0.000134229,0,0,0.086637875,0.155678375,0.094164746,0.004818808,0.000107383,0.003671153,0.000104027,0.025630958,0.000523492,0.127104453,0.003194642,0.103523837,0.023916188,0.001630878,0.02931889,0.001003359,0.007657744,8.05E-05,0.004493304,0.00011745,0.00051678,1.34E-05,0,2.35E-05,0,0.315021191,0.000500002,21-Sep
UNPAID REFERRER|MOBILE,0.0008566,0.0059499,0,0,0.121197389,0.016113349,0.160577858,6.95E-05,0.003102283,0.000254665,0.005486873,0.001157568,0.01664583,0.013335185,0.117608927,0.239153586,0.001597444,0.032990693,0.002245682,0.029610594,0.00034727,0.008334491,0.000300968,0.004653424,4.63E-05,0.000740844,0,0,0,0.003426402,0.214196416,21-Sep
